gene.symbol.x	ID	chebi.name	chebi.identifier	edge_db	row	gene.symbol.y	analyte1	column	analyte2	cor	p	n	p_adj	edge	chebi.name.child	chebi.id.child	identifier.rank	length.child	chebi.id.ancestor	length.ancestor	chebi.name.ancestor	edge_ancestor2	database
GSTP1	RHEA:50808	glutathione	CHEBI:57925	GSTP1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTP1	RHEA:50800	glutathione	CHEBI:57925	GSTP1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTP1	RHEA:50260	glutathione	CHEBI:57925	GSTP1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
QDPR	RHEA:17869	NAD(+)	CHEBI:57540	QDPR_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FBP1	RHEA:11064	beta-D-fructose 1,6-bisphosphate	CHEBI:32966	FBP1_CHEBI:32966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FBP1	RHEA:11064	beta-D-fructose 6-phosphate	CHEBI:57634	FBP1_CHEBI:57634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM1	RHEA:16437	glutathione	CHEBI:57925	GSTM1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM1	RHEA:50796	glutathione	CHEBI:57925	GSTM1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM1	RHEA:50804	glutathione	CHEBI:57925	GSTM1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM1	RHEA:50808	glutathione	CHEBI:57925	GSTM1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM1	RHEA:50800	glutathione	CHEBI:57925	GSTM1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM1	RHEA:50260	glutathione	CHEBI:57925	GSTM1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CNP	RHEA:14489	a nucleoside 2',3'-cyclic phosphate	CHEBI:66954	CNP_CHEBI:66954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DLD	RHEA:15045	NAD(+)	CHEBI:57540	DLD_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:58232	NAD(+)	CHEBI:57540	PARP1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:58232	nicotinamide	CHEBI:17154	PARP1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:54424	NAD(+)	CHEBI:57540	PARP1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:54424	nicotinamide	CHEBI:17154	PARP1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:58224	NAD(+)	CHEBI:57540	PARP1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:58224	nicotinamide	CHEBI:17154	PARP1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:58236	NAD(+)	CHEBI:57540	PARP1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:58236	nicotinamide	CHEBI:17154	PARP1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:72071	NAD(+)	CHEBI:57540	PARP1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARP1	RHEA:72071	nicotinamide	CHEBI:17154	PARP1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ALDOC	RHEA:14729	beta-D-fructose 1,6-bisphosphate	CHEBI:32966	ALDOC_CHEBI:32966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:49980	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:50016	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:49976	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:50020	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:50024	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:50028	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:50036	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:50040	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:64992	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:64988	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:67464	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:67468	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT7	RHEA:67472	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT7_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
JMJD7	RHEA:57152	2-oxoglutarate	CHEBI:16810	JMJD7_CHEBI:16810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
JMJD7	RHEA:57152	succinate	CHEBI:30031	JMJD7_CHEBI:30031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:21032	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52868	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52460	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52940	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52952	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52948	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52960	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
UGT2A2	RHEA:52964	UDP-alpha-D-glucuronate	CHEBI:58052	UGT2A2_CHEBI:58052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
RAP2A	RHEA:19669	GDP	CHEBI:58189	RAP2A_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
RRAS	RHEA:19669	GDP	CHEBI:58189	RRAS_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MGST1	RHEA:16437	glutathione	CHEBI:57925	MGST1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ESD	RHEA:14961	glutathione	CHEBI:57925	ESD_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACP2	RHEA:15017	an alcohol	CHEBI:30879	ACP2_CHEBI:30879	sp|P24638|PPAL_MOUSE	ACP2	protein	fructose/galactose/glucose	metabolite	-0.292074398992702	1.5489500774035e-4	163	0.0127487428610212	ACP2_fructose/galactose/glucose	D-fructopyranose	CHEBI:37714	primary	32	CHEBI:30879	15	alcohol	ACP2_fructose/galactose/glucose_CHEBI:30879	Rhea
SLC2A1	RHEA:60376	D-glucose	CHEBI:4167	SLC2A1_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC2A2	RHEA:60376	D-glucose	CHEBI:4167	SLC2A2_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC2A2	RHEA:34915	D-galactose	CHEBI:4139	SLC2A2_CHEBI:4139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC2A3	RHEA:60376	D-glucose	CHEBI:4167	SLC2A3_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC2A3	RHEA:34915	D-galactose	CHEBI:4139	SLC2A3_CHEBI:4139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PDHB	RHEA:19189	pyruvate	CHEBI:15361	PDHB_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PYGB	RHEA:41732	alpha-D-glucose 1-phosphate	CHEBI:58601	PYGB_CHEBI:58601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PYGM	RHEA:41732	alpha-D-glucose 1-phosphate	CHEBI:58601	PYGM_CHEBI:58601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
RALA	RHEA:19669	GDP	CHEBI:58189	RALA_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
RALB	RHEA:19669	GDP	CHEBI:58189	RALB_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PC	RHEA:20844	pyruvate	CHEBI:15361	PC_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ADH5	RHEA:10736	a primary alcohol	CHEBI:15734	ADH5_CHEBI:15734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ADH5	RHEA:10736	NAD(+)	CHEBI:57540	ADH5_CHEBI:57540	sp|P28474|ADHX_MOUSE	ADH5	protein	NAD	metabolite	0.30136645194208	9.25792513217782e-5	163	0.00905685590443158	ADH5_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ADH5_NAD_CHEBI:57540	Rhea
ADH5	RHEA:10736	an aldehyde	CHEBI:17478	ADH5_CHEBI:17478	sp|P28474|ADHX_MOUSE	ADH5	protein	Methylglyoxal	metabolite	0.307301066612909	6.60316376606129e-5	163	0.00722870992351357	ADH5_Methylglyoxal	methylglyoxal	CHEBI:17158	primary	22	CHEBI:17478	17	aldehyde	ADH5_Methylglyoxal_CHEBI:17478	Rhea
ADH5	RHEA:10740	a secondary alcohol	CHEBI:35681	ADH5_CHEBI:35681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ADH5	RHEA:10740	NAD(+)	CHEBI:57540	ADH5_CHEBI:57540	sp|P28474|ADHX_MOUSE	ADH5	protein	NAD	metabolite	0.30136645194208	9.25792513217782e-5	163	0.00905685590443158	ADH5_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ADH5_NAD_CHEBI:57540	Rhea
ADH5	RHEA:10740	a ketone	CHEBI:17087	ADH5_CHEBI:17087	sp|P28474|ADHX_MOUSE	ADH5	protein	Methylglyoxal	metabolite	0.307301066612909	6.60316376606129e-5	163	0.00722870992351357	ADH5_Methylglyoxal	methylglyoxal	CHEBI:17158	primary	22	CHEBI:17087	17	ketone	ADH5_Methylglyoxal_CHEBI:17087	Rhea
ADH5	RHEA:19985	NAD(+)	CHEBI:57540	ADH5_CHEBI:57540	sp|P28474|ADHX_MOUSE	ADH5	protein	NAD	metabolite	0.30136645194208	9.25792513217782e-5	163	0.00905685590443158	ADH5_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ADH5_NAD_CHEBI:57540	Rhea
ADH5	RHEA:39803	NAD(+)	CHEBI:57540	ADH5_CHEBI:57540	sp|P28474|ADHX_MOUSE	ADH5	protein	NAD	metabolite	0.30136645194208	9.25792513217782e-5	163	0.00905685590443158	ADH5_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ADH5_NAD_CHEBI:57540	Rhea
ADH5	RHEA:39799	NAD(+)	CHEBI:57540	ADH5_CHEBI:57540	sp|P28474|ADHX_MOUSE	ADH5	protein	NAD	metabolite	0.30136645194208	9.25792513217782e-5	163	0.00905685590443158	ADH5_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ADH5_NAD_CHEBI:57540	Rhea
PRPS2	RHEA:15609	AMP	CHEBI:456215	PRPS2_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
HARS1	RHEA:17313	L-histidine	CHEBI:57595	HARS1_CHEBI:57595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
HARS1	RHEA:17313	AMP	CHEBI:456215	HARS1_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
IMPDH2	RHEA:11708	IMP	CHEBI:58053	IMPDH2_CHEBI:58053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
IMPDH2	RHEA:11708	NAD(+)	CHEBI:57540	IMPDH2_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CKB	RHEA:17157	creatine	CHEBI:57947	CKB_CHEBI:57947	sp|Q04447|KCRB_MOUSE	CKB	protein	Creatine	metabolite	0.455824596081043	9.69807345541085e-10	163	1.55087907331167e-6	CKB_Creatine	creatine zwitterion	CHEBI:57947	primary	12	CHEBI:57947	12	creatine zwitterion	CKB_Creatine_CHEBI:57947	Rhea
PEPD	RHEA:76407	an L-alpha-amino acid	CHEBI:59869	PEPD_CHEBI:59869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PEPD	RHEA:76407	L-proline	CHEBI:60039	PEPD_CHEBI:60039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ALAS1	RHEA:12921	5-aminolevulinate	CHEBI:356416	ALAS1_CHEBI:356416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
EEF2	RHEA:19669	GDP	CHEBI:58189	EEF2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
P4HA1	RHEA:18945	2-oxoglutarate	CHEBI:16810	P4HA1_CHEBI:16810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
P4HA1	RHEA:18945	succinate	CHEBI:30031	P4HA1_CHEBI:30031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACP5	RHEA:15017	an alcohol	CHEBI:30879	ACP5_CHEBI:30879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ALAD	RHEA:24064	5-aminolevulinate	CHEBI:356416	ALAD_CHEBI:356416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC5A1	RHEA:70495	D-glucose	CHEBI:4167	SLC5A1_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC5A1	RHEA:70499	D-galactose	CHEBI:4139	SLC5A1_CHEBI:4139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ENO3	RHEA:10164	(2R)-2-phosphoglycerate	CHEBI:58289	ENO3_CHEBI:58289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1A1	RHEA:15937	a primary alcohol	CHEBI:15734	AKR1A1_CHEBI:15734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1A1	RHEA:15937	an aldehyde	CHEBI:17478	AKR1A1_CHEBI:17478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1A1	RHEA:23592	D-glyceraldehyde	CHEBI:17378	AKR1A1_CHEBI:17378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1A1	RHEA:38111	L-glyceraldehyde	CHEBI:27975	AKR1A1_CHEBI:27975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1A1	RHEA:27986	methylglyoxal	CHEBI:17158	AKR1A1_CHEBI:17158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PKM	RHEA:18157	pyruvate	CHEBI:15361	PKM_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
IL1R1	RHEA:16301	NAD(+)	CHEBI:57540	IL1R1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
IL1R1	RHEA:16301	nicotinamide	CHEBI:17154	IL1R1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DARS1	RHEA:19649	L-aspartate	CHEBI:29991	DARS1_CHEBI:29991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DARS1	RHEA:19649	AMP	CHEBI:456215	DARS1_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GLUL	RHEA:16169	L-glutamate	CHEBI:29985	GLUL_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1B1	RHEA:12789	alditol	CHEBI:17522	AKR1B1_CHEBI:17522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1B1	RHEA:12789	an aldose	CHEBI:15693	AKR1B1_CHEBI:15693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1B1	RHEA:23592	D-glyceraldehyde	CHEBI:17378	AKR1B1_CHEBI:17378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AKR1B1	RHEA:38111	L-glyceraldehyde	CHEBI:27975	AKR1B1_CHEBI:27975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSPT1	RHEA:19669	GDP	CHEBI:58189	GSPT1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PGAM2	RHEA:15901	(2R)-2-phosphoglycerate	CHEBI:58289	PGAM2_CHEBI:58289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PGAM2	RHEA:15901	(2R)-3-phosphoglycerate	CHEBI:58272	PGAM2_CHEBI:58272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:12404	D-glucose	CHEBI:4167	B4GALT1_CHEBI:4167	sp|P15535|B4GT1_MOUSE	B4GALT1	protein	fructose/galactose/glucose	metabolite	-0.347417806765415	5.52637993322946e-6	163	0.00130377593549161	B4GALT1_fructose/galactose/glucose	D-glucopyranose	CHEBI:4167	primary	23	CHEBI:4167	23	D-glucopyranose	B4GALT1_fructose/galactose/glucose_CHEBI:4167	Rhea
B4GALT1	RHEA:12404	UDP-alpha-D-galactose	CHEBI:66914	B4GALT1_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:12404	lactose	CHEBI:17716	B4GALT1_CHEBI:17716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:22932	UDP-alpha-D-galactose	CHEBI:66914	B4GALT1_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:17745	UDP-alpha-D-galactose	CHEBI:66914	B4GALT1_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:31499	UDP-alpha-D-galactose	CHEBI:66914	B4GALT1_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:62552	UDP-alpha-D-galactose	CHEBI:66914	B4GALT1_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
B4GALT1	RHEA:62548	UDP-alpha-D-galactose	CHEBI:66914	B4GALT1_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
HPGD	RHEA:11876	NAD(+)	CHEBI:57540	HPGD_CHEBI:57540	sp|Q8VCC1|PGDH_MOUSE	HPGD	protein	NAD	metabolite	0.274148964557257	3.9822569574621e-4	163	0.0234513659007823	HPGD_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	HPGD_NAD_CHEBI:57540	Rhea
HPGD	RHEA:23260	NAD(+)	CHEBI:57540	HPGD_CHEBI:57540	sp|Q8VCC1|PGDH_MOUSE	HPGD	protein	NAD	metabolite	0.274148964557257	3.9822569574621e-4	163	0.0234513659007823	HPGD_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	HPGD_NAD_CHEBI:57540	Rhea
HPGD	RHEA:48640	NAD(+)	CHEBI:57540	HPGD_CHEBI:57540	sp|Q8VCC1|PGDH_MOUSE	HPGD	protein	NAD	metabolite	0.274148964557257	3.9822569574621e-4	163	0.0234513659007823	HPGD_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	HPGD_NAD_CHEBI:57540	Rhea
